Initialising fast UCB table... done
Time in this step: 0.0234737
Time in this step: 0.0214363
Time in this step: 0.0199835
Time in this step: 0.019316
Time in this step: 0.0186441
Time in this step: 0.0162492
Time in this step: 0.0112999
Time in this step: 0.00500778
Terminated
Discounted return = 0.0936431, average = 9.69721
Undiscounted return = 0, average = 21.4286
Starting run 15 with 512 simulations... 
Time in this step: 0.0262987
Time in this step: 0.0251527
Time in this step: 0.0252375
Time in this step: 0.0251766
Time in this step: 0.0252566
Time in this step: 0.0255816
Time in this step: 0.0252791
Time in this step: 0.0246553
Time in this step: 0.0246062
Time in this step: 0.0238981
Time in this step: 0.0241376
Time in this step: 0.0229915
Time in this step: 0.0226212
Time in this step: 0.0226987
Time in this step: 0.0233338
Time in this step: 0.0223807
Time in this step: 0.0209714
Time in this step: 0.019829
Time in this step: 0.0196942
Time in this step: 0.0165319
Time in this step: 0.0152947
Time in this step: 0.0104258
Time in this step: 0.00598824
Time in this step: 0.00437273
Terminated
Discounted return = 21.3496, average = 10.474
Undiscounted return = 50, average = 23.3333
Starting run 16 with 512 simulations... 
Time in this step: 0.0266291
Time in this step: 0.0261895
Time in this step: 0.0258747
Time in this step: 0.0245508
Time in this step: 0.0245397
Time in this step: 0.0232775
Time in this step: 0.0217946
Time in this step: 0.0192604
Time in this step: 0.0140449
Time in this step: 0.00614985
Terminated
Discounted return = 14.8762, average = 10.7492
Undiscounted return = 20, average = 23.125
Starting run 17 with 512 simulations... 
Time in this step: 0.0266294
Time in this step: 0.026105
Time in this step: 0.0254854
Time in this step: 0.0255047
Time in this step: 0.0256184
Time in this step: 0.0251391
Time in this step: 0.0250245
Time in this step: 0.0259485
Time in this step: 0.0261631
Time in this step: 0.0256056
Time in this step: 0.0235889
Time in this step: 0.0234143
Time in this step: 0.022881
Time in this step: 0.0229425
Time in this step: 0.0228727
Time in this step: 0.0209214
Time in this step: 0.0212413
Time in this step: 0.0179425
Time in this step: 0.0144935
Time in this step: 0.00646797
Terminated
Discounted return = 10.076, average = 10.7096
Undiscounted return = 20, average = 22.9412
Starting run 18 with 512 simulations... 
Time in this step: 0.0260714
Time in this step: 0.0254402
Time in this step: 0.0256458
Time in this step: 0.0254907
Time in this step: 0.0254112
Time in this step: 0.0256782
Time in this step: 0.0255591
Time in this step: 0.0253718
Time in this step: 0.0242471
Time in this step: 0.0237868
Time in this step: 0.0287893
Time in this step: 0.0243865
Time in this step: 0.0238918
Time in this step: 0.0225113
Time in this step: 0.021495
Time in this step: 0.0213181
Time in this step: 0.0209841
Time in this step: 0.0193368
Time in this step: 0.0184691
Time in this step: 0.018482
Time in this step: 0.0156319
Time in this step: 0.0141767
Time in this step: 0.014027
Time in this step: 0.00893091
Time in this step: 0.00372905
Terminated
Discounted return = 9.40523, average = 10.6371
Undiscounted return = 30, average = 23.3333
Starting run 19 with 512 simulations... 
Time in this step: 0.0269456
Time in this step: 0.0253905
Time in this step: 0.0250192
Time in this step: 0.0245366
Time in this step: 0.0249125
Time in this step: 0.0248598
Time in this step: 0.024263
Time in this step: 0.0228709
Time in this step: 0.0210439
Time in this step: 0.0186985
Time in this step: 0.0190688
Time in this step: 0.0129658
Time in this step: 0.00612574
Terminated
Discounted return = -3.17015, average = 9.91041
Undiscounted return = 0, average = 22.1053
Starting run 20 with 512 simulations... 
Time in this step: 0.0263391
Time in this step: 0.0260667
Time in this step: 0.0255389
Time in this step: 0.0255602
Time in this step: 0.0255124
Time in this step: 0.0252073
Time in this step: 0.0255412
Time in this step: 0.0257381
Time in this step: 0.0256186
Time in this step: 0.0250456
Time in this step: 0.0249468
Time in this step: 0.0250293
Time in this step: 0.0252973
Time in this step: 0.0254847
Time in this step: 0.0255935
Time in this step: 0.0246589
Time in this step: 0.0237427
Time in this step: 0.0228969
Time in this step: 0.0231149
Time in this step: 0.0226287
Time in this step: 0.0222866
Time in this step: 0.0214553
Time in this step: 0.0192528
Time in this step: 0.0179178
Time in this step: 0.0150491
Time in this step: 0.0113424
Time in this step: 0.00508875
Terminated
Discounted return = 13.4275, average = 10.0863
Undiscounted return = 40, average = 23
Simulations = 512
Runs = 20
Undiscounted return = 23 +- 3.39853
Discounted return = 10.0863 +- 1.81062
Time = 0.507891
Starting run 1 with 1024 simulations... 
Time in this step: 0.0533636
Time in this step: 0.0515549
Time in this step: 0.0548519
Time in this step: 0.0507625
Time in this step: 0.0489956
Time in this step: 0.0490781
Time in this step: 0.0511749
Time in this step: 0.0483403
Time in this step: 0.0494277
Time in this step: 0.047552
Time in this step: 0.0477154
Time in this step: 0.0476654
Time in this step: 0.0473782
Time in this step: 0.0480885
Time in this step: 0.0489624
Time in this step: 0.048313
Time in this step: 0.0470556
Time in this step: 0.0477455
Time in this step: 0.0491678
Time in this step: 0.0495628
Time in this step: 0.0501605
Time in this step: 0.0522705
Time in this step: 0.0496952
Time in this step: 0.0493043
Time in this step: 0.050354
Time in this step: 0.0508104
Time in this step: 0.0504373
Time in this step: 0.0505977
Time in this step: 0.0507315
Time in this step: 0.0505561
Time in this step: 0.0500991
Time in this step: 0.0502274
Time in this step: 0.0604717
Time in this step: 0.0501865
Time in this step: 0.0493293
Time in this step: 0.0503196
Time in this step: 0.0526107
Time in this step: 0.0495424
Time in this step: 0.0487254
Time in this step: 0.048309
Time in this step: 0.0495453
Time in this step: 0.0500772
Time in this step: 0.0494056
Time in this step: 0.0489111
Time in this step: 0.0504962
Time in this step: 0.0503143
Time in this step: 0.0504971
Time in this step: 0.0497808
Time in this step: 0.0502661
Time in this step: 0.0497466
Time in this step: 0.0505884
Time in this step: 0.0654835
Time in this step: 0.0564824
Time in this step: 0.0463521
Time in this step: 0.0480108
Time in this step: 0.048337
Time in this step: 0.0445137
Time in this step: 0.0451834
Time in this step: 0.0397874
Time in this step: 0.0264355
Time in this step: 0.0109307
Terminated
Discounted return = 9.03445, average = 9.03445
Undiscounted return = 20, average = 20
Starting run 2 with 1024 simulations... 
Time in this step: 0.0545658
Time in this step: 0.0522914
Time in this step: 0.0515224
Time in this step: 0.053258
Time in this step: 0.0534106
Time in this step: 0.0565458
Time in this step: 0.0522589
Time in this step: 0.0523084
Time in this step: 0.0519897
Time in this step: 0.0556634
Time in this step: 0.0552389
Time in this step: 0.0531944
Time in this step: 0.0497464
Time in this step: 0.0471227
Time in this step: 0.0466045
Time in this step: 0.042704
Time in this step: 0.0393331
Time in this step: 0.0339558
Time in this step: 0.0317383
Time in this step: 0.0194568
Time in this step: 0.00825443
Terminated
Discounted return = 7.23921, average = 8.13683
Undiscounted return = 20, average = 20
Starting run 3 with 1024 simulations... 
Time in this step: 0.0538099
Time in this step: 0.0514753
Time in this step: 0.0513291
Time in this step: 0.0514692
Time in this step: 0.0513284
Time in this step: 0.0517541
Time in this step: 0.04993
Time in this step: 0.0499271
Time in this step: 0.0483106
Time in this step: 0.0490811
Time in this step: 0.050257
Time in this step: 0.0484988
Time in this step: 0.0485492
Time in this step: 0.0484437
Time in this step: 0.0484661
Time in this step: 0.0473342
Time in this step: 0.0436414
Time in this step: 0.0373891
Time in this step: 0.0261774
Time in this step: 0.0101815
Terminated
Discounted return = 10.7569, average = 9.01019
Undiscounted return = 20, average = 20
Starting run 4 with 1024 simulations... 
Time in this step: 0.0534465
Time in this step: 0.0543074
Time in this step: 0.0517342
Time in this step: 0.0519816
Time in this step: 0.0518457
Time in this step: 0.0505689
Time in this step: 0.0513204
Time in this step: 0.0487864
Time in this step: 0.0488031
Time in this step: 0.0457394
Time in this step: 0.0431121
Time in this step: 0.0383181
Time in this step: 0.0260933
Time in this step: 0.0102893
Terminated
Discounted return = -2.2175, average = 6.20327
Undiscounted return = 0, average = 15
Starting run 5 with 1024 simulations... 
Time in this step: 0.0527978
Time in this step: 0.0519899
Time in this step: 0.051785
Time in this step: 0.0508462
Time in this step: 0.0492314
Time in this step: 0.0490769
Time in this step: 0.0470258
Time in this step: 0.0436683
Time in this step: 0.0431091
Time in this step: 0.0375096
Time in this step: 0.0247429
Time in this step: 0.010019
Terminated
Discounted return = 14.2618, average = 7.81496
Undiscounted return = 20, average = 16
Starting run 6 with 1024 simulations... 
Time in this step: 0.0528755
Time in this step: 0.0537004
Time in this step: 0.051666
Time in this step: 0.0528284
Time in this step: 0.0523908
Time in this step: 0.0529083
Time in this step: 0.0508325
Time in this step: 0.049495
Time in this step: 0.0468445
Time in this step: 0.044976
Time in this step: 0.0437598
Time in this step: 0.0418367
Time in this step: 0.0396686
Time in this step: 0.0394723
Time in this step: 0.0347959
Time in this step: 0.0315196
Time in this step: 0.0192778
Time in this step: 0.00794004
Terminated
Discounted return = 10.7209, average = 8.29928
Undiscounted return = 20, average = 16.6667
Starting run 7 with 1024 simulations... 
Time in this step: 0.0531369
Time in this step: 0.051323
Time in this step: 0.051358
Time in this step: 0.0521147
Time in this step: 0.0516348
Time in this step: 0.0512096
Time in this step: 0.0512305
Time in this step: 0.0519347
Time in this step: 0.0520244
Time in this step: 0.0520988
Time in this step: 0.0522748
Time in this step: 0.0524351
Time in this step: 0.0521214
Time in this step: 0.0519166
Time in this step: 0.0514813
Time in this step: 0.0513546
Time in this step: 0.0506298
Time in this step: 0.0510323
Time in this step: 0.0513934
Time in this step: 0.0501658
Time in this step: 0.0499118
Time in this step: 0.048029
Time in this step: 0.0476459
Time in this step: 0.0455058
Time in this step: 0.0422642
Time in this step: 0.0423419
Time in this step: 0.0427075
Time in this step: 0.0433075
Time in this step: 0.0419149
Time in this step: 0.0405868
Time in this step: 0.0346133
Time in this step: 0.0242251
Time in this step: 0.0102544
Terminated
Discounted return = 1.08005, average = 7.26796
Undiscounted return = 10, average = 15.7143
Starting run 8 with 1024 simulations... 
Time in this step: 0.0531364
Time in this step: 0.0515958
Time in this step: 0.0516827
Time in this step: 0.0555804
Time in this step: 0.0514228
Time in this step: 0.048308
Time in this step: 0.0466952
Time in this step: 0.0468255
Time in this step: 0.0458708
Time in this step: 0.0454898
Time in this step: 0.0520923
Time in this step: 0.0366416
Time in this step: 0.0315356
Time in this step: 0.0178373
Time in this step: 0.00793229
Terminated
Discounted return = 9.35326, average = 7.52863
Undiscounted return = 20, average = 16.25
Starting run 9 with 1024 simulations... 
Time in this step: 0.0531072
Time in this step: 0.0519728
Time in this step: 0.0518564
Time in this step: 0.0516748
Time in this step: 0.0516369
Time in this step: 0.0517612
Time in this step: 0.0510818
Time in this step: 0.0508277
Time in this step: 0.0490432
Time in this step: 0.0479719
Time in this step: 0.0462424
Time in this step: 0.0428927
Time in this step: 0.0372688
Time in this step: 0.0251718
Time in this step: 0.00970886
Terminated
Discounted return = 11.8601, average = 8.0099
Undiscounted return = 20, average = 16.6667
Starting run 10 with 1024 simulations... 
Time in this step: 0.0535308
Time in this step: 0.0596307
Time in this step: 0.0520807
Time in this step: 0.051651
Time in this step: 0.0512257
Time in this step: 0.0518215
Time in this step: 0.0485101
Time in this step: 0.0484508
Time in this step: 0.0482033
Time in this step: 0.0449611
Time in this step: 0.0425143
Time in this step: 0.0416059
Time in this step: 0.0419514
Time in this step: 0.0418611
Time in this step: 0.042957
Time in this step: 0.041302
Time in this step: 0.0391317
Time in this step: 0.0397112
Time in this step: 0.0362555
Time in this step: 0.0299202
Time in this step: 0.0281327
Time in this step: 0.016276
Time in this step: 0.00685848
Terminated
Discounted return = 25.6821, average = 9.77712
Undiscounted return = 50, average = 20
Starting run 11 with 1024 simulations... 
Time in this step: 0.0531376
Time in this step: 0.05544
Time in this step: 0.0513299
Time in this step: 0.0510716
Time in this step: 0.0530171
Time in this step: 0.0501808
Time in this step: 0.0483264
Time in this step: 0.0491994
Time in this step: 0.048746
Time in this step: 0.0484985
Time in this step: 0.0476712
Time in this step: 0.0481783
Time in this step: 0.0463397
Time in this step: 0.0454938
Time in this step: 0.0435134
Time in this step: 0.0425787
Time in this step: 0.0428349
Time in this step: 0.0432504
Time in this step: 0.0412703
Time in this step: 0.03493
Time in this step: 0.0232381
Time in this step: 0.00946615
Terminated
Discounted return = 16.2768, average = 10.368
Undiscounted return = 30, average = 20.9091
Starting run 12 with 1024 simulations... 
Time in this step: 0.0526483
Time in this step: 0.0535481
Time in this step: 0.0521722
Time in this step: 0.0509792
Time in this step: 0.0498315
Time in this step: 0.049861
Time in this step: 0.0492871
Time in this step: 0.0499648
Time in this step: 0.0513805
Time in this step: 0.0589193
Time in this step: 0.0466966
Time in this step: 0.0406028
Time in this step: 0.0287389
Time in this step: 0.0119575
Terminated
Discounted return = 5.13342, average = 9.93179
Undiscounted return = 10, average = 20
Starting run 13 with 1024 simulations... 
Time in this step: 0.0536156
Time in this step: 0.0524472
Time in this step: 0.052292
Time in this step: 0.0506457
Time in this step: 0.048645
Time in this step: 0.0475876
Time in this step: 0.0480203
Time in this step: 0.045435
Time in this step: 0.0428204
Time in this step: 0.043236
Time in this step: 0.0433969
Time in this step: 0.0378856
Time in this step: 0.0270221
Time in this step: 0.0102078
Terminated
Discounted return = 13.7072, average = 10.2222
Undiscounted return = 20, average = 20
Starting run 14 with 1024 simulations... 
Time in this step: 0.0533082
Time in this step: 0.0522696
Time in this step: 0.0520417
Time in this step: 0.050914
Time in this step: 0.0485976
Time in this step: 0.0488092
Time in this step: 0.0485767
Time in this step: 0.0465426
Time in this step: 0.0455196
Time in this step: 0.0391449
Time in this step: 0.0254739
Time in this step: 0.010132
Terminated
Discounted return = -2.88575, average = 9.28592
Undiscounted return = 0, average = 18.5714
Starting run 15 with 1024 simulations... 
Time in this step: 0.0546788
Time in this step: 0.0515186
Time in this step: 0.0510764
Time in this step: 0.0523994
Time in this step: 0.0490341
Time in this step: 0.0501364
Time in this step: 0.0509756
Time in this step: 0.0528367
Time in this step: 0.0524854
Time in this step: 0.0520378
Time in this step: 0.0490184
Time in this step: 0.0482581
Time in this step: 0.0457282
Time in this step: 0.043453
Time in this step: 0.0396548
Time in this step: 0.0362099
Time in this step: 0.0308915
Time in this step: 0.019858
Time in this step: 0.0101005
Terminated
Discounted return = 22.8262, average = 10.1886
Undiscounted return = 40, average = 20
Starting run 16 with 1024 simulations... 
Time in this step: 0.0528504
Time in this step: 0.0522154
Time in this step: 0.0517584
Time in this step: 0.051464
Time in this step: 0.051657
Time in this step: 0.0513442
Time in this step: 0.0519251
Time in this step: 0.0503516
Time in this step: 0.0491978
Time in this step: 0.0476335
Time in this step: 0.0468524
Time in this step: 0.0442701
Time in this step: 0.0372841
Time in this step: 0.0253778
Time in this step: 0.00966511
Terminated
Discounted return = -2.10662, average = 9.42016
Undiscounted return = 0, average = 18.75
Starting run 17 with 1024 simulations... 
Time in this step: 0.0527987
Time in this step: 0.0515246
Time in this step: 0.0511617
Time in this step: 0.0516696
Time in this step: 0.0527022
Time in this step: 0.05309
Time in this step: 0.0542735
Time in this step: 0.0517185
Time in this step: 0.0530479
Time in this step: 0.0527604
Time in this step: 0.0504348
Time in this step: 0.0497718
Time in this step: 0.0481272
Time in this step: 0.0463805
Time in this step: 0.0469287
Time in this step: 0.043668
Time in this step: 0.0377108
Time in this step: 0.0263452
Time in this step: 0.010954
Terminated
Discounted return = 9.66014, average = 9.43427
Undiscounted return = 20, average = 18.8235
Starting run 18 with 1024 simulations... 
Time in this step: 0.0532361
Time in this step: 0.0529647
Time in this step: 0.0526127
Time in this step: 0.0519231
Time in this step: 0.0514595
Time in this step: 0.0527332
Time in this step: 0.0513354
Time in this step: 0.0514478
Time in this step: 0.0508659
Time in this step: 0.0502088
Time in this step: 0.0487128
Time in this step: 0.0548342
Time in this step: 0.0449338
Time in this step: 0.044719
Time in this step: 0.0457143
Time in this step: 0.0453941
Time in this step: 0.0448661
Time in this step: 0.0462828
Time in this step: 0.0450176
Time in this step: 0.0423193
Time in this step: 0.0360793
Time in this step: 0.0242528
Time in this step: 0.00982377
Terminated
Discounted return = 8.92334, average = 9.40589
Undiscounted return = 20, average = 18.8889
Starting run 19 with 1024 simulations... 
Time in this step: 0.053354
Time in this step: 0.0515943
Time in this step: 0.0511314
Time in this step: 0.0505819
Time in this step: 0.0514734
Time in this step: 0.051648
Time in this step: 0.0515832
Time in this step: 0.049664
Time in this step: 0.0512641
Time in this step: 0.0550337
Time in this step: 0.0526319
Time in this step: 0.0473921
Time in this step: 0.0465382
Time in this step: 0.0462237
Time in this step: 0.0470393
Time in this step: 0.0458484
Time in this step: 0.0433717
Time in this step: 0.0388566
Time in this step: 0.0347833
Time in this step: 0.0211242
Time in this step: 0.00916241
Terminated
Discounted return = 1.68363, average = 8.99945
Undiscounted return = 10, average = 18.4211
Starting run 20 with 1024 simulations... 
Time in this step: 0.0544297
Time in this step: 0.051657
Time in this step: 0.051729
Time in this step: 0.0503451
Time in this step: 0.0497525
Time in this step: 0.0490669
Time in this step: 0.0470105
Time in this step: 0.04762
Time in this step: 0.0482913
Time in this step: 0.0481859
Time in this step: 0.064017
Time in this step: 0.0486527
Time in this step: 0.0485493
Time in this step: 0.0484407
Time in this step: 0.047777
Time in this step: 0.0457632
Time in this step: 0.0423853
Time in this step: 0.0385421
Time in this step: 0.0241769
Time in this step: 0.00985433
Terminated
Discounted return = 11.5113, average = 9.12505
Undiscounted return = 20, average = 18.5
Simulations = 1024
Runs = 20
Undiscounted return = 18.5 +- 2.67161
Discounted return = 9.12505 +- 1.67168
Time = 0.939813
Starting run 1 with 2048 simulations... 
Time in this step: 0.106904
Time in this step: 0.10103
Time in this step: 0.105077
Time in this step: 0.101506
Time in this step: 0.0979468
Time in this step: 0.0949897
Time in this step: 0.0862605
Time in this step: 0.0791753
Time in this step: 0.0408879
Time in this step: 0.0155162
Terminated
Discounted return = 14.8762, average = 14.8762
Undiscounted return = 20, average = 20
Starting run 2 with 2048 simulations... 
Time in this step: 0.106442
Time in this step: 0.125615
Time in this step: 0.107676
Time in this step: 0.108834
Time in this step: 0.105188
Time in this step: 0.10702
Time in this step: 0.0936624
Time in this step: 0.0868418
Time in this step: 0.0738366
Time in this step: 0.035332
Time in this step: 0.0144946
Terminated
Discounted return = 14.1324, average = 14.5043
Undiscounted return = 20, average = 20
Starting run 3 with 2048 simulations... 
Time in this step: 0.105871
Time in this step: 0.105766
Time in this step: 0.103297
Time in this step: 0.103292
Time in this step: 0.105129
Time in this step: 0.106327
Time in this step: 0.105253
Time in this step: 0.105039
Time in this step: 0.109626
Time in this step: 0.108537
Time in this step: 0.0999615
Time in this step: 0.0979925
Time in this step: 0.101001
Time in this step: 0.0963107
Time in this step: 0.102178
Time in this step: 0.097723
Time in this step: 0.101502
Time in this step: 0.092852
Time in this step: 0.0981094
Time in this step: 0.116642
Time in this step: 0.101231
Time in this step: 0.0979477
Time in this step: 0.0984888
Time in this step: 0.1013
Time in this step: 0.100101
Time in this step: 0.101005
Time in this step: 0.100593
Time in this step: 0.101183
Time in this step: 0.0998965
Time in this step: 0.102938
Time in this step: 0.101042
Time in this step: 0.100113
Time in this step: 0.102619
Time in this step: 0.100267
Time in this step: 0.101183
Time in this step: 0.104782
Time in this step: 0.104929
Time in this step: 0.109338
Time in this step: 0.105458
Time in this step: 0.104347
Time in this step: 0.102675
Time in this step: 0.104249
Time in this step: 0.103252
Time in this step: 0.103547
Time in this step: 0.103347
Time in this step: 0.102373
Time in this step: 0.102829
Time in this step: 0.10578
Time in this step: 0.106534
Time in this step: 0.104624
Time in this step: 0.107152
Time in this step: 0.110694
Time in this step: 0.11894
Time in this step: 0.106669
Time in this step: 0.103362
Time in this step: 0.105077
Time in this step: 0.105163
Time in this step: 0.107254
Time in this step: 0.115904
Time in this step: 0.103925
Time in this step: 0.115809
Time in this step: 0.105484
Time in this step: 0.106703
Time in this step: 0.106649
Time in this step: 0.102876
Time in this step: 0.0990385
Time in this step: 0.0938469
Time in this step: 0.0845665
Time in this step: 0.0755518
Time in this step: 0.0702806
Time in this step: 0.0594366
Time in this step: 0.0339501
Time in this step: 0.0168832
Terminated
Discounted return = 4.58408, average = 11.1976
Undiscounted return = 20, average = 20
Starting run 4 with 2048 simulations... 
Time in this step: 0.108994
Time in this step: 0.10471
Time in this step: 0.102794
Time in this step: 0.112125
Time in this step: 0.107689
Time in this step: 0.10592
Time in this step: 0.10338
Time in this step: 0.111542
Time in this step: 0.108198
Time in this step: 0.112995
Time in this step: 0.107442
Time in this step: 0.113329
Time in this step: 0.112696
Time in this step: 0.107771
Time in this step: 0.130779
Time in this step: 0.104265
Time in this step: 0.105568
Time in this step: 0.11011
Time in this step: 0.112632
Time in this step: 0.105776
Time in this step: 0.104575
Time in this step: 0.104259
Time in this step: 0.0976243
Time in this step: 0.101226
Time in this step: 0.0936514
Time in this step: 0.0908748
Time in this step: 0.0941175
Time in this step: 0.0854192
Time in this step: 0.0861681
Time in this step: 0.0686503
Time in this step: 0.033062
Time in this step: 0.0143391
Terminated
Discounted return = 5.11264, average = 9.67635
Undiscounted return = 20, average = 20
Starting run 5 with 2048 simulations... 
Time in this step: 0.108152
Time in this step: 0.104701
Time in this step: 0.103387
Time in this step: 0.104022
Time in this step: 0.104405
Time in this step: 0.10349
Time in this step: 0.108965
Time in this step: 0.107115
Time in this step: 0.103331
Time in this step: 0.114281
Time in this step: 0.122632
Time in this step: 0.111032
Time in this step: 0.107876
Time in this step: 0.10478
Time in this step: 0.101401
Time in this step: 0.104675
Time in this step: 0.10005
Time in this step: 0.0941842
Time in this step: 0.0890328
Time in this step: 0.0806426
Time in this step: 0.0367302
Time in this step: 0.0182814
Terminated
Discounted return = 8.03853, average = 9.34879
Undiscounted return = 20, average = 20
Starting run 6 with 2048 simulations... 
Time in this step: 0.104748
Time in this step: 0.116564
Time in this step: 0.103867
Time in this step: 0.103756
Time in this step: 0.110545
Time in this step: 0.108455
Time in this step: 0.104335
Time in this step: 0.105241
Time in this step: 0.104611
Time in this step: 0.104514
Time in this step: 0.110669
Time in this step: 0.104592
Time in this step: 0.10923
Time in this step: 0.107832
Time in this step: 0.106056
Time in this step: 0.105022
Time in this step: 0.105377
Time in this step: 0.114713
Time in this step: 0.0993467
Time in this step: 0.0925548
Time in this step: 0.0816949
Time in this step: 0.0417176
Time in this step: 0.0165962
Terminated
Discounted return = 3.23534, average = 8.32988
Undiscounted return = 10, average = 18.3333
Starting run 7 with 2048 simulations... 
Time in this step: 0.105854
Time in this step: 0.11248
Time in this step: 0.104787
Time in this step: 0.101138
Time in this step: 0.102383
Time in this step: 0.0971353
Time in this step: 0.099494
Time in this step: 0.0925773
Time in this step: 0.0915428
Time in this step: 0.0918411
Time in this step: 0.0849069
Time in this step: 0.0760362
Time in this step: 0.0295335
Time in this step: 0.0131962
Terminated
Discounted return = 6.64428, average = 8.08908
Undiscounted return = 10, average = 17.1429
Starting run 8 with 2048 simulations... 
Time in this step: 0.105838
Time in this step: 0.106546
Time in this step: 0.108816
Time in this step: 0.106805
Time in this step: 0.106779
Time in this step: 0.11306
Time in this step: 0.118899
Time in this step: 0.108439
Time in this step: 0.109784
Time in this step: 0.112895
Time in this step: 0.110855
Time in this step: 0.107545
Time in this step: 0.105042
Time in this step: 0.108064
Time in this step: 0.127783
Time in this step: 0.1038
Time in this step: 0.104789
Time in this step: 0.103146
Time in this step: 0.096871
Time in this step: 0.103836
Time in this step: 0.0945398
Time in this step: 0.0940248
Time in this step: 0.0939233
Time in this step: 0.0853522
Time in this step: 0.0796689
Time in this step: 0.0632803
Time in this step: 0.0276621
Time in this step: 0.0120705
Terminated
Discounted return = 3.20341, average = 7.47837
Undiscounted return = 10, average = 16.25
Starting run 9 with 2048 simulations... 
Time in this step: 0.11203
Time in this step: 0.105563
Time in this step: 0.103355
Time in this step: 0.103045
Time in this step: 0.101724
Time in this step: 0.100753
Time in this step: 0.0989946
Time in this step: 0.102349
Time in this step: 0.099291
Time in this step: 0.0918094
Time in this step: 0.0920546
Time in this step: 0.0856441
Time in this step: 0.0846635
Time in this step: 0.0867214
Time in this step: 0.0826797
Time in this step: 0.0830494
Time in this step: 0.0763468
Time in this step: 0.0447591
Time in this step: 0.0217971
Time in this step: 0.0104935
Terminated
Discounted return = 22.6321, average = 9.16212
Undiscounted return = 40, average = 18.8889
Starting run 10 with 2048 simulations... 
Time in this step: 0.107439
Time in this step: 0.109315
Time in this step: 0.104568
Time in this step: 0.101244
Time in this step: 0.106173
Time in this step: 0.0989728
Time in this step: 0.0967666
Time in this step: 0.0962037
Time in this step: 0.109629
Time in this step: 0.0874207
Time in this step: 0.0748064
Time in this step: 0.0383364
Time in this step: 0.0152354
Terminated
Discounted return = 13.5487, average = 9.60077
Undiscounted return = 20, average = 19
Starting run 11 with 2048 simulations... 
Time in this step: 0.105621
Time in this step: 0.103559
Time in this step: 0.10492
Time in this step: 0.103662
Time in this step: 0.104003
Time in this step: 0.103319
Time in this step: 0.106349
Time in this step: 0.108439
Time in this step: 0.102742
Time in this step: 0.106149
Time in this step: 0.0985365
Time in this step: 0.0972913
Time in this step: 0.0896797
Time in this step: 0.0751874
Time in this step: 0.0411765
Time in this step: 0.0162832
Terminated
Discounted return = 10.9354, average = 9.7221
Undiscounted return = 20, average = 19.0909
Starting run 12 with 2048 simulations... 
Time in this step: 0.10616
Time in this step: 0.103875
Time in this step: 0.116677
Time in this step: 0.115978
Time in this step: 0.106932
Time in this step: 0.112092
Time in this step: 0.127422
Time in this step: 0.112067
Time in this step: 0.105865
Time in this step: 0.105156
Time in this step: 0.102815
Time in this step: 0.103301
Time in this step: 0.104878
Time in this step: 0.108
Time in this step: 0.102612
Time in this step: 0.0983605
Time in this step: 0.0979309
Time in this step: 0.0941693
Time in this step: 0.0930799
Time in this step: 0.0881527
Time in this step: 0.0743583
Time in this step: 0.0350424
Time in this step: 0.015807
Terminated
Discounted return = 8.11209, average = 9.58794
Undiscounted return = 20, average = 19.1667
Starting run 13 with 2048 simulations... 
Time in this step: 0.105282
Time in this step: 0.105247
Time in this step: 0.103796
Time in this step: 0.102791
Time in this step: 0.100072
Time in this step: 0.0975538
Time in this step: 0.101161
Time in this step: 0.087705
Time in this step: 0.0753553
Time in this step: 0.0359438
Time in this step: 0.0147208
Terminated
Discounted return = -2.15769, average = 8.68443
Undiscounted return = 0, average = 17.6923
Starting run 14 with 2048 simulations... 
Time in this step: 0.107608
Time in this step: 0.103808
Time in this step: 0.106335
Time in this step: 0.103716
Time in this step: 0.101116
Time in this step: 0.102983
Time in this step: 0.101353
Time in this step: 0.102749
Time in this step: 0.0977867
Time in this step: 0.0937982
Time in this step: 0.0863466
Time in this step: 0.0403462
Time in this step: 0.015637
Terminated
Discounted return = 5.4036, average = 8.45008
Undiscounted return = 10, average = 17.1429
Starting run 15 with 2048 simulations... 
Time in this step: 0.116439
Time in this step: 0.117705
Time in this step: 0.112067
Time in this step: 0.106605
Time in this step: 0.108478
Time in this step: 0.106556
Time in this step: 0.105886
Time in this step: 0.111221
Time in this step: 0.102801
Time in this step: 0.102148
Time in this step: 0.0968672
Time in this step: 0.0886845
Time in this step: 0.074545
Time in this step: 0.0379799
Time in this step: 0.0155301
Terminated
Discounted return = 11.511, average = 8.65414
Undiscounted return = 20, average = 17.3333
Starting run 16 with 2048 simulations... 
Time in this step: 0.108288
Time in this step: 0.105605
Time in this step: 0.103495
Time in this step: 0.104665
Time in this step: 0.100484
Time in this step: 0.103167
Time in this step: 0.103371
Time in this step: 0.102669
Time in this step: 0.103885
Time in this step: 0.102631
Time in this step: 0.104832
Time in this step: 0.106189
Time in this step: 0.101804
Time in this step: 0.10316
Time in this step: 0.105796
Time in this step: 0.101078
Time in this step: 0.0980848
Time in this step: 0.0924477
Time in this step: 0.0961803
Time in this step: 0.0951409
Time in this step: 0.102289
Time in this step: 0.0979027
Time in this step: 0.0981285
Time in this step: 0.0991542
Time in this step: 0.0984115
Time in this step: 0.0976844
Time in this step: 0.0962364
Time in this step: 0.10051
Time in this step: 0.0998727
Time in this step: 0.101674
Time in this step: 0.107325
